exons,transcripts
2006674,2006668
2006680,2006678
2006682,2006678
2006688,2006686
2006690,2006686
2006692,2006686
2006694,2006686
2006700,2006698
2006702,2006698
2006704,2006698
2006706,2006698
2006712,2006710
2006714,2006710
2006716,2006710
2006718,2006710
2006720,2006710
2006722,2006710
2006724,2006710
2006730,2006728
2006736,2006734
2006742,2006740
2006748,2006746
2006750,2006746
2006752,2006746
2006758,2006756
2006764,2006762
2006770,2006768
2006772,2006768
2006774,2006768
2006776,2006768
2006778,2006768
2006780,2006768
2006782,2006768
2006784,2006768
2006790,2006788
2006796,2006794
2006798,2006794
2006800,2006794
2006802,2006794
2006808,2006806
2006810,2006806
2006812,2006806
2006814,2006806
2006816,2006806
2006818,2006806
2006820,2006806
2006827,2006825
2006829,2006825
2006831,2006825
2006833,2006825
2006835,2006825
2006837,2006825
2006843,2006841
2006849,2006847
2006855,2006853
2006857,2006853
2006863,2006861
2006865,2006861
2006867,2006861
2006869,2006861
2006875,2006873
2006881,2006879
2006883,2006879
2006885,2006879
2006891,2006889
2006897,2006895
2006899,2006895
2006905,2006903
2006911,2006909
2006913,2006909
2006915,2006909
2006917,2006909
2006919,2006909
2006921,2006909
2006927,2006925
2006929,2006925
2006935,2006933
2006941,2006939
2006943,2006939
2006945,2006939
2006951,2006949
2006953,2006949
2006955,2006949
2006961,2006959
2006967,2006965
2006969,2006965
2006971,2006965
2006977,2006975
2006979,2006975
2006981,2006975
2006987,2006985
2006989,2006985
2006991,2006985
2006997,2006995
2007003,2007001
2007005,2007001
2007007,2007001
2007013,2007011
2007019,2007017
2007021,2007017
2007023,2007017
2007029,2007027
2007031,2007027
2007033,2007027
2007039,2007037
2007045,2007043
2007047,2007043
2007049,2007043
2007051,2007043
2007053,2007043
2007059,2007057
2007061,2007057
2007063,2007057
2007065,2007057
2007071,2007069
2007077,2007075
2007083,2007081
2007089,2007087
2007095,2007093
2007097,2007093
2007103,2007101
2007105,2007101
2007111,2007109
2007113,2007109
2007115,2007109
2007121,2007119
2007127,2007125
2007129,2007125
2007131,2007125
2007137,2007135
2007139,2007135
2007145,2007143
2007151,2007149
2007157,2007155
2007163,2007161
2007169,2007167
2007175,2007173
2007181,2007179
2007187,2007185
2007193,2007191
2007199,2007197
2007201,2007197
2007203,2007197
2007210,2007208
2007217,2007215
2007224,2007222
2007226,2007222
2007228,2007222
2007230,2007222
2007236,2007234
2007238,2007234
2007240,2007234
2007242,2007234
2007249,2007247
2007255,2007253
2007257,2007253
2007263,2007261
2007265,2007261
2007271,2007269
2007273,2007269
2007279,2007277
2007286,2007284
2007288,2007284
2007294,2007292
2007296,2007292
2007298,2007292
2007300,2007292
2007302,2007292
2007304,2007292
2007306,2007292
2007308,2007292
2007314,2007312
2007320,2007318
2007326,2007324
2007328,2007324
2007334,2007332
2007336,2007332
2007342,2007340
2007344,2007340
2007346,2007340
2007348,2007340
2007350,2007340
2007352,2007340
2007358,2007356
2007360,2007356
2007362,2007356
2007364,2007356
2007370,2007368
2007372,2007368
2007374,2007368
2007376,2007368
2007382,2007380
2007384,2007380
2007386,2007380
2007388,2007380
2007390,2007380
2007392,2007380
2007394,2007380
2007396,2007380
2007398,2007380
2007400,2007380
2007406,2007404
2007408,2007404
2007414,2007412
2007420,2007418
2007422,2007418
2007428,2007426
2007430,2007426
2007436,2007434
2007442,2007440
2007448,2007446
2007454,2007452
2007460,2007458
2007462,2007458
2007468,2007466
2007474,2007472
2007476,2007472
2007482,2007480
2007488,2007486
2007494,2007492
2007496,2007492
2007498,2007492
2007500,2007492
2007502,2007492
2007504,2007492
2007506,2007492
2007512,2007510
2007518,2007516
2007520,2007516
2007526,2007524
2007528,2007524
2007534,2007532
2007536,2007532
2007538,2007532
2007540,2007532
2007542,2007532
2007544,2007532
2007546,2007532
2007548,2007532
2007550,2007532
2007552,2007532
2007554,2007532
2007556,2007532
2007558,2007532
2007564,2007562
2007566,2007562
2007568,2007562
2007570,2007562
2007576,2007574
2007582,2007580
2007588,2007586
2007590,2007586
2007596,2007594
2007598,2007594
2007604,2007602
2007606,2007602
2007612,2007610
2007618,2007616
2007624,2007622
2007626,2007622
2007632,2007630
2007638,2007636
2007640,2007636
2007642,2007636
2007644,2007636
2007646,2007636
2007652,2007650
2007658,2007656
2007660,2007656
2007666,2007664
2007672,2007670
2007674,2007670
2007680,2007678
2007682,2007678
2007684,2007678
2007690,2007688
2007692,2007688
2007698,2007696
2007700,2007696
2007706,2007704
2007712,2007710
2007719,2007717
2007726,2007724
2007732,2007730
2007738,2007736
2007744,2007742
2007750,2007748
2007752,2007748
2007758,2007756
2007760,2007756
2007766,2007764
2007768,2007764
2007774,2007772
2007776,2007772
2007782,2007780
2007784,2007780
2007790,2007788
2007797,2007795
2007803,2007801
2007805,2007801
2007811,2007809
2007817,2007815
2007819,2007815
2007821,2007815
2007823,2007815
2007825,2007815
2007827,2007815
2007829,2007815
2007835,2007833
2007837,2007833
2007839,2007833
2007841,2007833
2007843,2007833
2007845,2007833
2007847,2007833
2007849,2007833
2007851,2007833
2007857,2007855
2007859,2007855
2007865,2007863
2007867,2007863
2007869,2007863
2007875,2007873
2007877,2007873
2007879,2007873
2007885,2007883
2007887,2007883
2007889,2007883
2007891,2007883
2007893,2007883
2007895,2007883
2007897,2007883
2007899,2007883
2007905,2007903
2007907,2007903
2007909,2007903
2007911,2007903
2007917,2007915
2007919,2007915
2007921,2007915
2007923,2007915
2007925,2007915
2007927,2007915
2007933,2007931
2007939,2007937
2007941,2007937
2007943,2007937
2007945,2007937
2007951,2007949
2007953,2007949
2007959,2007957
2007965,2007963
2007967,2007963
2007969,2007963
2007975,2007973
2007977,2007973
2007983,2007981
2007985,2007981
2007991,2007989
2007997,2007995
2008003,2008001
2008005,2008001
2008011,2008009
2008017,2008015
2008023,2008021
2008025,2008021
2008027,2008021
2008029,2008021
2008035,2008033
2008041,2008039
2008047,2008045
2008053,2008051
2008059,2008057
2008065,2008063
2008067,2008063
2008073,2008071
2008075,2008071
2008077,2008071
2008083,2008081
2008085,2008081
2008087,2008081
2008093,2008091
2008099,2008097
2008101,2008097
2008103,2008097
2008105,2008097
2008107,2008097
2008109,2008097
2008115,2008113
2008117,2008113
2008123,2008121
2008129,2008127
2008131,2008127
2008133,2008127
2008135,2008127
2008137,2008127
2008143,2008141
2008149,2008147
2008151,2008147
2008157,2008155
2008159,2008155
2008161,2008155
2008163,2008155
2008169,2008167
2008171,2008167
2008177,2008175
2008179,2008175
2008181,2008175
2008183,2008175
2008185,2008175
2008191,2008189
2008193,2008189
2008199,2008197
2008201,2008197
2008207,2008205
2008213,2008211
2008215,2008211
2008217,2008211
2008219,2008211
2008221,2008211
2008227,2008225
2008233,2008231
2008239,2008237
2008246,2008244
2008248,2008244
2008255,2008253
2008257,2008253
2008263,2008261
2008269,2008267
2008271,2008267
2008277,2008275
2008279,2008275
2008285,2008283
2008291,2008289
2008293,2008289
2008299,2008297
2008301,2008297
2008303,2008297
2008309,2008307
2008311,2008307
2008313,2008307
2008315,2008307
2008321,2008319
2008323,2008319
2008325,2008319
2008331,2008329
2008337,2008335
2008339,2008335
2008341,2008335
2008347,2008345
2008353,2008351
2008355,2008351
2008361,2008359
2008367,2008365
2008373,2008371
2008375,2008371
2008377,2008371
2008379,2008371
2008385,2008383
2008391,2008389
2008393,2008389
2008399,2008397
2008405,2008403
2008411,2008409
2008417,2008415
2008419,2008415
2008421,2008415
2008423,2008415
2008425,2008415
2008427,2008415
2008429,2008415
2008435,2008433
2008437,2008433
2008443,2008441
2008449,2008447
2008451,2008447
2008457,2008455
2008459,2008455
2008461,2008455
2008467,2008465
2008473,2008471
2008475,2008471
2008477,2008471
2008483,2008481
2008489,2008487
2008491,2008487
2008497,2008495
2008503,2008501
2008509,2008507
2008511,2008507
2008517,2008515
2008519,2008515
2008525,2008523
2008531,2008529
2008533,2008529
2008535,2008529
2008537,2008529
2008539,2008529
2008541,2008529
2008547,2008545
2008553,2008551
2008559,2008557
2008565,2008563
2008567,2008563
2008573,2008571
2008575,2008571
2008577,2008571
2008579,2008571
2008585,2008583
2008587,2008583
2008589,2008583
2008595,2008593
2008601,2008599
2008603,2008599
2008605,2008599
2008607,2008599
2008609,2008599
2008611,2008599
2008613,2008599
2008619,2008617
2008621,2008617
2008623,2008617
2008629,2008627
2008631,2008627
2008633,2008627
2008639,2008637
2008645,2008643
2008651,2008649
2008657,2008655
2008663,2008661
2008669,2008667
2008671,2008667
2008677,2008675
2008683,2008681
2008689,2008687
2008691,2008687
2008697,2008695
2008699,2008695
2008705,2008703
2008707,2008703
2008709,2008703
2008711,2008703
2008713,2008703
2008715,2008703
2008721,2008719
2008727,2008725
2008729,2008725
2008735,2008733
2008737,2008733
2008739,2008733
2008741,2008733
2008747,2008745
2008753,2008751
2008760,2008758
2008767,2008765
2008774,2008772
2008776,2008772
2008782,2008780
2008784,2008780
2008790,2008788
2008792,2008788
2008798,2008796
2008805,2008803
2008812,2008810
2008818,2008816
2008824,2008822
2008826,2008822
2008828,2008822
2008830,2008822
2008832,2008822
2008839,2008837
2008841,2008837
2008843,2008837
2008845,2008837
2008847,2008837
2008849,2008837
2008855,2008853
2008857,2008853
2008859,2008853
2008865,2008863
2008871,2008869
2008877,2008875
2008879,2008875
2008881,2008875
2008883,2008875
2008885,2008875
2008891,2008889
2008897,2008895
2008903,2008901
2008909,2008907
2008911,2008907
2008917,2008915
2008923,2008921
2008929,2008927
2008935,2008933
2008937,2008933
2008943,2008941
2008949,2008947
2008955,2008953
2008961,2008959
2008967,2008965
2008973,2008971
2008975,2008971
2008981,2008979
2008987,2008985
2008989,2008985
2008995,2008993
2009001,2008999
2009003,2008999
2009005,2008999
2009011,2009009
2009013,2009009
2009015,2009009
2009017,2009009
2009019,2009009
2009021,2009009
2009023,2009009
2009025,2009009
2009031,2009029
2009037,2009035
2009043,2009041
2009045,2009041
2009047,2009041
2009049,2009041
2009051,2009041
2009053,2009041
2009059,2009057
2009061,2009057
2009067,2009065
2009073,2009071
2009079,2009077
2009085,2009083
2009087,2009083
2009089,2009083
2009091,2009083
2009093,2009083
2009095,2009083
2009101,2009099
2009103,2009099
2009109,2009107
2009115,2009113
2009121,2009119
2009127,2009125
2009133,2009131
2009139,2009137
2009141,2009137
2009147,2009145
2009149,2009145
2009151,2009145
2009153,2009145
2009155,2009145
2009161,2009159
2009163,2009159
2009165,2009159
2009167,2009159
2009169,2009159
2009171,2009159
2009173,2009159
2009179,2009177
2009181,2009177
2009183,2009177
2009185,2009177
2009191,2009189
2009197,2009195
2009203,2009201
2009209,2009207
2009215,2009213
2009217,2009213
2009223,2009221
2009229,2009227
2009236,2009234
2009242,2009240
2009244,2009240
2009250,2009248
2009252,2009248
2009254,2009248
2009261,2009259
2009267,2009265
2009269,2009265
2009271,2009265
2009277,2009275
2009283,2009281
2009285,2009281
2009291,2009289
2009293,2009289
2009300,2009298
2009306,2009304
2009312,2009310
2009314,2009310
2009320,2009318
2009322,2009318
2009328,2009326
2009334,2009332
2009336,2009332
2009338,2009332
2009340,2009332
2009346,2009344
2009348,2009344
2009350,2009344
2009352,2009344
2009358,2009356
2009360,2009356
2009362,2009356
2009364,2009356
2009366,2009356
2009368,2009356
2009370,2009356
2009372,2009356
2009374,2009356
2009380,2009378
2009386,2009384
2009388,2009384
2009394,2009392
2009400,2009398
2009406,2009404
2009412,2009410
2009418,2009416
2009420,2009416
2009426,2009424
2009428,2009424
2009434,2009432
2009436,2009432
2009438,2009432
2009444,2009442
2009446,2009442
2009452,2009450
2009458,2009456
2009464,2009462
2009471,2009469
2009477,2009475
2009483,2009481
2009485,2009481
2009491,2009489
2009493,2009489
2009499,2009497
2009501,2009497
2009503,2009497
2009505,2009497
2009507,2009497
2009509,2009497
2009511,2009497
2009517,2009515
2009519,2009515
2009521,2009515
2009527,2009525
2009529,2009525
2009535,2009533
2009541,2009539
2009543,2009539
2009545,2009539
2009551,2009549
2009553,2009549
2009555,2009549
2009557,2009549
2009559,2009549
2009565,2009563
2009571,2009569
2009577,2009575
2009583,2009581
2009589,2009587
2009591,2009587
2009597,2009595
2009599,2009595
2009601,2009595
2009607,2009605
2009613,2009611
2009615,2009611
2009621,2009619
2009627,2009625
2009629,2009625
2009635,2009633
2009641,2009639
2009643,2009639
2009649,2009647
2009651,2009647
2009653,2009647
2009655,2009647
2009657,2009647
2009659,2009647
2009665,2009663
2009671,2009669
2009673,2009669
2009679,2009677
2009681,2009677
2009683,2009677
2009685,2009677
2009691,2009689
2009697,2009695
2009699,2009695
2009705,2009703
2009707,2009703
2009713,2009711
2009715,2009711
2009721,2009719
2009723,2009719
2009729,2009727
2009731,2009727
2009737,2009735
2009739,2009735
2009745,2009743
2009751,2009749
2009753,2009749
2009755,2009749
2009757,2009749
2009763,2009761
2009765,2009761
2009771,2009769
2009777,2009775
2009783,2009781
2009785,2009781
2009791,2009789
2009797,2009795
2009803,2009801
2009809,2009807
2009815,2009813
2009821,2009819
2009823,2009819
2009829,2009827
2009831,2009827
2009837,2009835
2009839,2009835
2009845,2009843
2009847,2009843
2009853,2009851
2009855,2009851
2009857,2009851
2009859,2009851
2009861,2009851
2009863,2009851
2009869,2009867
2009875,2009873
2009877,2009873
2009879,2009873
2009881,2009873
2009883,2009873
2009885,2009873
2009892,2009890
2009898,2009896
2009904,2009902
2009906,2009902
2009908,2009902
2009910,2009902
2009916,2009914
2009922,2009920
2009928,2009926
2009934,2009932
2009940,2009938
2009946,2009944
2009948,2009944
2009950,2009944
2009952,2009944
2009954,2009944
2009960,2009958
2009962,2009958
2009964,2009958
2009970,2009968
2009972,2009968
2009974,2009968
2009980,2009978
2009986,2009984
2009988,2009984
2009990,2009984
2009996,2009994
2009998,2009994
2010000,2009994
2010002,2009994
2010004,2009994
2010010,2010008
2010016,2010014
2010018,2010014
2010020,2010014
2010026,2010024
2010032,2010030
2010034,2010030
2010036,2010030
2010038,2010030
2010040,2010030
2010042,2010030
2010044,2010030
2010046,2010030
2010048,2010030
2010050,2010030
2010052,2010030
2010054,2010030
2010056,2010030
2010058,2010030
2010064,2010062
2010066,2010062
2010068,2010062
2010074,2010072
2010076,2010072
2010078,2010072
2010080,2010072
2010082,2010072
2010088,2010086
2010094,2010092
2010100,2010098
2010102,2010098
2010104,2010098
2010106,2010098
2010108,2010098
2010110,2010098
2010112,2010098
2010114,2010098
2010116,2010098
2010118,2010098
2010120,2010098
2010122,2010098
2010124,2010098
2010126,2010098
2010128,2010098
2010130,2010098
2010132,2010098
2010134,2010098
2010136,2010098
2010138,2010098
2010144,2010142
2010150,2010148
2010156,2010154
2010162,2010160
2010168,2010166
2010170,2010166
2010176,2010174
2010182,2010180
2010188,2010186
2010190,2010186
2010192,2010186
2010194,2010186
2010196,2010186
2010198,2010186
2010204,2010202
2010206,2010202
2010208,2010202
2010210,2010202
2010212,2010202
2010214,2010202
2010216,2010202
2010222,2010220
2010228,2010226
2010234,2010232
2010236,2010232
2010238,2010232
2010240,2010232
2010242,2010232
2010248,2010246
2010250,2010246
2010252,2010246
2010258,2010256
2010260,2010256
2010262,2010256
2010264,2010256
2010270,2010268
2010272,2010268
2010274,2010268
2010280,2010278
2010286,2010284
2010292,2010290
2010298,2010296
2010304,2010302
2010310,2010308
2010312,2010308
2010314,2010308
2010316,2010308
2010322,2010320
2010328,2010326
2010330,2010326
2010336,2010334
2010338,2010334
2010344,2010342
2010350,2010348
2010356,2010354
2010358,2010354
2010364,2010362
2010370,2010368
2010376,2010374
2010378,2010374
2010380,2010374
2010382,2010374
2010384,2010374
2010386,2010374
2010393,2010391
2010399,2010397
2010401,2010397
2010407,2010405
2010409,2010405
2010415,2010413
2010421,2010419
2010423,2010419
2010429,2010427
2010431,2010427
2010437,2010435
2010443,2010441
2010449,2010447
2010455,2010453
2010461,2010459
2010467,2010465
2010469,2010465
2010475,2010473
2010477,2010473
2010483,2010481
2010485,2010481
2010487,2010481
2010493,2010491
2010499,2010497
2010501,2010497
2010507,2010505
2010513,2010511
2010519,2010517
2010521,2010517
2010527,2010525
2010529,2010525
2010531,2010525
2010533,2010525
2010535,2010525
2010541,2010539
2010543,2010539
2010545,2010539
2010547,2010539
2010549,2010539
2010555,2010553
2010557,2010553
2010559,2010553
2010561,2010553
2010567,2010565
2010569,2010565
2010571,2010565
2010573,2010565
2010575,2010565
2010577,2010565
2010579,2010565
2010581,2010565
2010583,2010565
2010585,2010565
2010591,2010589
2010597,2010595
2010603,2010601
2010609,2010607
2010616,2010614
2010622,2010620
2010624,2010620
2010626,2010620
2010628,2010620
2010630,2010620
2010632,2010620
2010634,2010620
2010640,2010638
2010646,2010644
2010652,2010650
2010658,2010656
2010660,2010656
2010666,2010664
2010668,2010664
2010674,2010672
2010676,2010672
2010682,2010680
2010688,2010686
2010690,2010686
2010696,2010694
2010702,2010700
2010708,2010706
2010710,2010706
2010712,2010706
2010718,2010716
2010720,2010716
2010726,2010724
2010732,2010730
2010734,2010730
