identifier,obsolete,namespace,id,name,description,ontologyid,class
GO:0009168,,,1017750,,,,org.intermine.model.bio.GOTerm
GO:0019239,,,1017754,,,,org.intermine.model.bio.GOTerm
GO:0003993,,,1017995,,,,org.intermine.model.bio.GOTerm
GO:0004129,,,1018058,,,,org.intermine.model.bio.GOTerm
GO:0043626,,,1018156,,,,org.intermine.model.bio.GOTerm
GO:0030337,,,1018162,,,,org.intermine.model.bio.GOTerm
GO:0006275,,,1018167,,,,org.intermine.model.bio.GOTerm
GO:0030126,,,1018382,,,,org.intermine.model.bio.GOTerm
GO:0004017,,,1018495,,,,org.intermine.model.bio.GOTerm
GO:0030604,,,1018504,,,,org.intermine.model.bio.GOTerm
GO:0004462,,,1018563,,,,org.intermine.model.bio.GOTerm
GO:0048193,,,1018664,,,,org.intermine.model.bio.GOTerm
GO:0001509,,,1018752,,,,org.intermine.model.bio.GOTerm
GO:0003896,,,1018786,,,,org.intermine.model.bio.GOTerm
GO:0016987,,,1018808,,,,org.intermine.model.bio.GOTerm
GO:0006352,,,1018812,,,,org.intermine.model.bio.GOTerm
GO:0048037,,,1018830,,,,org.intermine.model.bio.GOTerm
GO:0005102,,,1019272,,,,org.intermine.model.bio.GOTerm
GO:0006270,,,1019297,,,,org.intermine.model.bio.GOTerm
GO:0005667,,,1019680,,,,org.intermine.model.bio.GOTerm
GO:0016563,,,1019687,,,,org.intermine.model.bio.GOTerm
GO:0016272,,,1019703,,,,org.intermine.model.bio.GOTerm
GO:0005093,,,1019747,,,,org.intermine.model.bio.GOTerm
GO:0006431,,,1019771,,,,org.intermine.model.bio.GOTerm
GO:0004825,,,1019774,,,,org.intermine.model.bio.GOTerm
GO:0006544,,,1019953,,,,org.intermine.model.bio.GOTerm
GO:0006563,,,1019956,,,,org.intermine.model.bio.GOTerm
GO:0004372,,,1019959,,,,org.intermine.model.bio.GOTerm
GO:0005759,,,1019966,,,,org.intermine.model.bio.GOTerm
GO:0005044,,,1019978,,,,org.intermine.model.bio.GOTerm
GO:0004367,,,1020036,,,,org.intermine.model.bio.GOTerm
GO:0046168,,,1020041,,,,org.intermine.model.bio.GOTerm
GO:0009186,,,1020330,,,,org.intermine.model.bio.GOTerm
GO:0046914,,,1020334,,,,org.intermine.model.bio.GOTerm
GO:0031461,,,1020379,,,,org.intermine.model.bio.GOTerm
GO:0031625,,,1020382,,,,org.intermine.model.bio.GOTerm
GO:0051258,,,1020457,,,,org.intermine.model.bio.GOTerm
GO:0016779,,,1020700,,,,org.intermine.model.bio.GOTerm
GO:0004835,,,1020720,,,,org.intermine.model.bio.GOTerm
GO:0019211,,,1020735,,,,org.intermine.model.bio.GOTerm
GO:0008415,,,1020909,,,,org.intermine.model.bio.GOTerm
GO:0004821,,,1020978,,,,org.intermine.model.bio.GOTerm
GO:0006427,,,1020981,,,,org.intermine.model.bio.GOTerm
GO:0022904,,,1021059,,,,org.intermine.model.bio.GOTerm
GO:0006430,,,1021111,,,,org.intermine.model.bio.GOTerm
GO:0004824,,,1021114,,,,org.intermine.model.bio.GOTerm
GO:0016627,,,1021434,,,,org.intermine.model.bio.GOTerm
GO:0005744,,,1021555,,,,org.intermine.model.bio.GOTerm
GO:0015450,,,1021559,,,,org.intermine.model.bio.GOTerm
GO:0004114,,,1021936,,,,org.intermine.model.bio.GOTerm
GO:0008898,,,1021997,,,,org.intermine.model.bio.GOTerm
GO:0019843,,,1022160,,,,org.intermine.model.bio.GOTerm
GO:0008462,,,1022168,,,,org.intermine.model.bio.GOTerm
GO:0046034,,,1022626,,,,org.intermine.model.bio.GOTerm
GO:0006310,,,1022673,,,,org.intermine.model.bio.GOTerm
GO:0004812,,,1022725,,,,org.intermine.model.bio.GOTerm
GO:0006418,,,1022728,,,,org.intermine.model.bio.GOTerm
GO:0006605,,,1022819,,,,org.intermine.model.bio.GOTerm
GO:0006228,,,1023092,,,,org.intermine.model.bio.GOTerm
GO:0006241,,,1023096,,,,org.intermine.model.bio.GOTerm
GO:0006183,,,1023099,,,,org.intermine.model.bio.GOTerm
GO:0004550,,,1023102,,,,org.intermine.model.bio.GOTerm
GO:0030272,,,1023132,,,,org.intermine.model.bio.GOTerm
GO:0044262,,,1023217,,,,org.intermine.model.bio.GOTerm
GO:0046912,,,1023221,,,,org.intermine.model.bio.GOTerm
GO:0006461,,,1023372,,,,org.intermine.model.bio.GOTerm
GO:0005666,,,1023442,,,,org.intermine.model.bio.GOTerm
GO:0006383,,,1023445,,,,org.intermine.model.bio.GOTerm
GO:0008234,,,1023509,,,,org.intermine.model.bio.GOTerm
GO:0004307,,,1023731,,,,org.intermine.model.bio.GOTerm
GO:0004527,,,1023820,,,,org.intermine.model.bio.GOTerm
GO:0016539,,,1023825,,,,org.intermine.model.bio.GOTerm
GO:0030976,,,1023873,,,,org.intermine.model.bio.GOTerm
GO:0004467,,,1023876,,,,org.intermine.model.bio.GOTerm
GO:0019028,,,1023936,,,,org.intermine.model.bio.GOTerm
GO:0006423,,,1024068,,,,org.intermine.model.bio.GOTerm
GO:0004817,,,1024074,,,,org.intermine.model.bio.GOTerm
GO:0006094,,,1024094,,,,org.intermine.model.bio.GOTerm
GO:0004347,,,1024097,,,,org.intermine.model.bio.GOTerm
GO:0042255,,,1025102,,,,org.intermine.model.bio.GOTerm
GO:0004844,,,1025123,,,,org.intermine.model.bio.GOTerm
GO:0019538,,,1025278,,,,org.intermine.model.bio.GOTerm
GO:0016884,,,1025303,,,,org.intermine.model.bio.GOTerm
GO:0030528,,,1025395,,,,org.intermine.model.bio.GOTerm
GO:0006904,,,1025461,,,,org.intermine.model.bio.GOTerm
GO:0005375,,,1025558,,,,org.intermine.model.bio.GOTerm
GO:0006436,,,1025611,,,,org.intermine.model.bio.GOTerm
GO:0004830,,,1025615,,,,org.intermine.model.bio.GOTerm
GO:0019904,,,1025832,,,,org.intermine.model.bio.GOTerm
GO:0043161,,,1025973,,,,org.intermine.model.bio.GOTerm
GO:0004037,,,1025989,,,,org.intermine.model.bio.GOTerm
GO:0004107,,,1026017,,,,org.intermine.model.bio.GOTerm
GO:0009073,,,1026021,,,,org.intermine.model.bio.GOTerm
GO:0006221,,,1026468,,,,org.intermine.model.bio.GOTerm
GO:0006207,,,1026472,,,,org.intermine.model.bio.GOTerm
GO:0004590,,,1026475,,,,org.intermine.model.bio.GOTerm
GO:0005681,,,1026654,,,,org.intermine.model.bio.GOTerm
GO:0000049,,,1026766,,,,org.intermine.model.bio.GOTerm
GO:0006306,,,1026817,,,,org.intermine.model.bio.GOTerm
GO:0006342,,,1026889,,,,org.intermine.model.bio.GOTerm
GO:0017136,,,1026893,,,,org.intermine.model.bio.GOTerm
GO:0006476,,,1026900,,,,org.intermine.model.bio.GOTerm
GO:0005677,,,1026905,,,,org.intermine.model.bio.GOTerm
GO:0008324,,,1026926,,,,org.intermine.model.bio.GOTerm
GO:0006812,,,1026932,,,,org.intermine.model.bio.GOTerm
GO:0006435,,,1027004,,,,org.intermine.model.bio.GOTerm
GO:0004829,,,1027010,,,,org.intermine.model.bio.GOTerm
GO:0006397,,,1027042,,,,org.intermine.model.bio.GOTerm
GO:0008641,,,1027131,,,,org.intermine.model.bio.GOTerm
GO:0008295,,,1027303,,,,org.intermine.model.bio.GOTerm
GO:0004014,,,1027307,,,,org.intermine.model.bio.GOTerm
GO:0006597,,,1027310,,,,org.intermine.model.bio.GOTerm
GO:0017150,,,1027346,,,,org.intermine.model.bio.GOTerm
GO:0006433,,,1027402,,,,org.intermine.model.bio.GOTerm
GO:0004827,,,1027405,,,,org.intermine.model.bio.GOTerm
GO:0019478,,,1027701,,,,org.intermine.model.bio.GOTerm
GO:0015035,,,1027763,,,,org.intermine.model.bio.GOTerm
GO:0004484,,,1027810,,,,org.intermine.model.bio.GOTerm
GO:0006370,,,1027814,,,,org.intermine.model.bio.GOTerm
GO:0010181,,,1027876,,,,org.intermine.model.bio.GOTerm
GO:0003874,,,1028147,,,,org.intermine.model.bio.GOTerm
GO:0006729,,,1028151,,,,org.intermine.model.bio.GOTerm
GO:0004823,,,1028756,,,,org.intermine.model.bio.GOTerm
GO:0006420,,,1028794,,,,org.intermine.model.bio.GOTerm
GO:0004814,,,1028797,,,,org.intermine.model.bio.GOTerm
GO:0003883,,,1028988,,,,org.intermine.model.bio.GOTerm
GO:0050661,,,1029007,,,,org.intermine.model.bio.GOTerm
GO:0004324,,,1029011,,,,org.intermine.model.bio.GOTerm
GO:0042651,,,1029018,,,,org.intermine.model.bio.GOTerm
GO:0008553,,,1029036,,,,org.intermine.model.bio.GOTerm
GO:0045261,,,1029043,,,,org.intermine.model.bio.GOTerm
GO:0008097,,,1029162,,,,org.intermine.model.bio.GOTerm
GO:0004659,,,1029174,,,,org.intermine.model.bio.GOTerm
GO:0008176,,,1029233,,,,org.intermine.model.bio.GOTerm
GO:0008483,,,1029362,,,,org.intermine.model.bio.GOTerm
GO:0005529,,,1029365,,,,org.intermine.model.bio.GOTerm
GO:0016746,,,1029397,,,,org.intermine.model.bio.GOTerm
GO:0006233,,,1029423,,,,org.intermine.model.bio.GOTerm
GO:0006235,,,1029427,,,,org.intermine.model.bio.GOTerm
GO:0004798,,,1029432,,,,org.intermine.model.bio.GOTerm
GO:0008478,,,1029536,,,,org.intermine.model.bio.GOTerm
GO:0006434,,,1029579,,,,org.intermine.model.bio.GOTerm
GO:0004828,,,1029585,,,,org.intermine.model.bio.GOTerm
GO:0004179,,,1029770,,,,org.intermine.model.bio.GOTerm
GO:0030060,,,1029809,,,,org.intermine.model.bio.GOTerm
GO:0008450,,,1029905,,,,org.intermine.model.bio.GOTerm
GO:0004289,,,1030119,,,,org.intermine.model.bio.GOTerm
GO:0004808,,,1030133,,,,org.intermine.model.bio.GOTerm
GO:0004652,,,1030292,,,,org.intermine.model.bio.GOTerm
GO:0043631,,,1030298,,,,org.intermine.model.bio.GOTerm
GO:0004725,,,1030515,,,,org.intermine.model.bio.GOTerm
GO:0004601,,,1030653,,,,org.intermine.model.bio.GOTerm
GO:0016624,,,1031058,,,,org.intermine.model.bio.GOTerm
GO:0008202,,,1031148,,,,org.intermine.model.bio.GOTerm
GO:0004616,,,1031186,,,,org.intermine.model.bio.GOTerm
GO:0006098,,,1031189,,,,org.intermine.model.bio.GOTerm
GO:0004729,,,1031298,,,,org.intermine.model.bio.GOTerm
GO:0004516,,,1031621,,,,org.intermine.model.bio.GOTerm
GO:0019363,,,1031625,,,,org.intermine.model.bio.GOTerm
